freq,animals,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,A3100,THS_HD,LT02	695.30 	658.30 	636.00 	615.20 	564.30 	524.60 	505.50 	538.60 	534.10 	480.99 	461.11 	461.55 
A,A3100,THS_HD,LU00	89.55 	92.69 	88.50 	95.48 	90.94 	82.59 	84.06 	82.13 	78.33 	66.41 	65.20 	64.81 
A,A3100,THS_HD,LV00	367.50 p	349.43 p	334.20 p	336.39 	320.52 	304.90 p	314.15 p	306.82 	327.02 	307.95 	289.98 	300.06 p
A,A3100,THS_HD,ME00	21.00 	22.00 	25.00 	55.00 p	25.00 	23.60 p	23.00 p	25.81 p	24.33 p	24.51 p	24.23 p	29.27 p
A,A3100,THS_HD,MK00	167.00 	165.00 	195.00 	203.00 	202.00 	196.00 	136.00 	164.00 	186.00 	182.00 	193.00 	180.00 
A,A3100,THS_HD,MT00	49.45 	47.25 	43.63 	40.60 	34.01 	36.29 	35.48 	40.09 	40.05 	29.55 	35.79 	37.21 
A,A3100,THS_HD,NL11	152.00 	153.00 	166.00 	157.00 	155.00 	160.00 	188.00 	212.00 	190.00 	165.00 	167.00 	146.00 
A,A3100,THS_HD,NL12	99.00 	97.00 	94.00 	100.00 	101.00 	90.00 	109.00 	106.00 	104.00 	128.00 	131.00 	141.00 
A,A3100,THS_HD,NL13	259.00 	261.00 	249.00 	263.00 	237.00 	238.00 	215.00 	212.00 	205.00 	198.00 	184.00 	193.00 
A,A3100,THS_HD,NL21	1623.00 	1623.00 	1654.00 	1555.00 	1570.00 	1585.00 	1554.00 	1481.00 	1426.00 	1430.00 	1393.00 	1357.00 
A,A3100,THS_HD,NL22	: 	1967.00 	1985.00 	1823.00 	1876.00 	1897.00 	1820.00 	1735.00 	1680.00 	1680.00 	1644.00 	1615.00 
A,A3100,THS_HD,NL23	63.00 	72.00 	56.00 	52.00 	49.00 	54.00 	47.00 	48.00 	78.00 	78.00 	86.00 	65.00 
A,A3100,THS_HD,NL31	255.00 	250.00 	264.00 	240.00 	267.00 	251.00 	252.00 	241.00 	236.00 	245.00 	: 	: 
A,A3100,THS_HD,NL32	26.00 	26.00 	27.00 	20.00 	23.00 	26.00 	22.00 	22.00 	22.00 	19.00 	20.00 	18.00 
A,A3100,THS_HD,NL33	121.00 	117.00 	120.00 	115.00 	125.00 	115.00 	111.00 	92.00 	92.00 	109.00 	: 	: 
A,A3100,THS_HD,NL34	55.00 	52.00 	53.00 	57.00 	57.00 	51.00 	56.00 	54.00 	60.00 	60.00 	60.00 	58.00 
A,A3100,THS_HD,NL35	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	224.00 	217.00 
A,A3100,THS_HD,NL36	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95.00 	100.00 
A,A3100,THS_HD,NL41	: 	5616.00 	5861.00 	5661.00 	5949.00 	5605.00 	5654.00 	5536.00 	5112.00 	4967.00 	4809.00 	4790.00 
A,A3100,THS_HD,NL42	1815.00 	1830.00 	1923.00 	1838.00 	1887.00 	1838.00 	1893.00 	1803.00 	1667.00 	1628.00 	1561.00 	1492.00 
A,A3100,THS_HD,PL11	925.26 	982.95 	903.83 	1119.80 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,PL12	942.92 	946.05 	895.21 	934.40 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,PL21	186.49 	190.65 	171.74 	168.70 	190.50 	143.50 	135.90 	148.90 	109.70 	92.73 	125.42 	100.71 
A,A3100,THS_HD,PL22	255.72 	249.04 	184.93 	243.60 	241.20 	214.50 	204.00 	205.20 	186.00 	161.71 	187.27 	163.24 
A,A3100,THS_HD,PL31	597.8 	579.42 	523.50 	550.20 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,PL32	170.23 	176.07 	159.71 	166.80 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,PL33	218.85 	232.57 	205.50 	209.50 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,PL34	341.64 	333.07 	330.34 	320.60 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,PL41	3938.22 	4004.84 	3888.92 	3959.30 	4266.80 	3965.80 	4020.80 	4271.60 	3723.30 	3434.98 	2801.40 	2424.89 
A,A3100,THS_HD,PL42	270.63 	290.85 	279.44 	283.00 	279.40 	268.90 	255.70 	235.50 	197.40 	193.52 	211.43 	160.05 
A,A3100,THS_HD,PL43	129.17 	163.78 	144.74 	153.20 	148.60 	148.20 	126.40 	105.90 	103.30 	65.69 	100.71 	85.31 
A,A3100,THS_HD,PL51	200.80 	188.83 	199.99 	196.00 	193.80 	229.90 	184.80 	173.20 	177.90 	169.57 	143.67 	138.56 
A,A3100,THS_HD,PL52	402.07 	419.41 	377.47 	391.00 	410.30 	365.50 	317.30 	331.80 	299.30 	260.97 	403.69 	311.70 
A,A3100,THS_HD,PL61	1201.95 	1288.31 	1159.67 	1197.40 	1313.90 	1089.70 	1098.00 	1142.70 	993.50 	845.10 	1016.99 	858.21 
A,A3100,THS_HD,PL62	494.88 	496.51 	452.56 	466.90 	519.30 	547.70 	558.50 	577.00 	498.10 	499.72 	563.52 	528.84 
A,A3100,THS_HD,PL63	717.79 	723.34 	712.65 	746.30 	768.10 	682.70 	759.60 	844.30 	771.40 	757.19 	815.58 	809.57 
A,A3100,THS_HD,PL71	925.26 	982.95 	903.83 	1119.80 	1188.80 	1110.80 	1180.50 	1196.80 	1017.40 	971.03 	1003.08 	1092.88 
A,A3100,THS_HD,PL72	: 	: 	: 	: 	232.30 	198.60 	196.90 	192.50 	160.60 	137.87 	193.24 	143.05 
A,A3100,THS_HD,PL81	597.80 	579.42 	523.50 	550.20 	587.60 	447.00 	459.30 	480.50 	411.80 	415.58 	428.72 	458.72 
A,A3100,THS_HD,PL82	170.23 	176.07 	159.71 	166.80 	161.70 	134.40 	134.80 	141.20 	95.00 	79.12 	96.84 	83.85 
A,A3100,THS_HD,PL84	341.64 	333.07 	330.34 	320.60 	295.30 	317.60 	337.10 	364.60 	345.30 	303.81 	349.21 	339.34 
A,A3100,THS_HD,PL91	: 	: 	: 	: 	34.80 	27.90 	19.10 	18.20 	32.90 	22.07 	26.80 	22.69 
A,A3100,THS_HD,PL92	: 	: 	: 	: 	1076.10 	1135.00 	1226.80 	1297.50 	1119.30 	1213.61 	1302.13 	1356.65 
A,A3100,THS_HD,PT11	53.23 	66.77 	65.50 	60.77 	60.51 	67.67 	65.52 	68.70 	72.51 	66.57 	62.59 	67.71 
A,A3100,THS_HD,PT15	22.71 	22.73 	19.75 	20.47 	16.97 	18.48 	15.73 	28.35 	24.26 	19.30 	21.18 	19.86 
A,A3100,THS_HD,PT16	822.12 	867.75 	930.01 	876.70 	886.31 	904.09 	906.21 	882.34 	878.83 	880.20 	: 	: 
A,A3100,THS_HD,PT17	203.92 	213.79 	228.03 	212.90 	220.71 	221.81 	229.98 	228.59 	231.88 	236.89 	: 	: 
A,A3100,THS_HD,PT18	878.49 	922.69 	968.84 	947.97 	946.91 	955.71 	999.27 	1002.82 	969.45 	935.51 	: 	: 
A,A3100,THS_HD,PT19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	386.41 	408.68 
A,A3100,THS_HD,PT1A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34.28 	29.68 
A,A3100,THS_HD,PT1B	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	217.96 	206.88 
A,A3100,THS_HD,PT1C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	528.27 	526.09 
A,A3100,THS_HD,PT1D	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	890.16 	894.40 
A,A3100,THS_HD,PT20	29.67 	28.83 p	30.39 	29.07 	30.25 p	33.44 	34.12 	37.41 	40.95 	41.68 	36.87 	37.51 
A,A3100,THS_HD,PT30	4.26 	4.35 	4.81 	3.29 	3.66 p	3.84 	4.03 	3.78 	3.13 	3.18 	3.32 	1.88 
A,A3100,THS_HD,RO11	680.90 	675.00 	663.70 	624.50 	564.10 	526.50 	560.90 	547.00 	541.80 	507.90 	475.50 	484.60 
A,A3100,THS_HD,RO12	490.00 	483.50 	479.40 	456.90 	400.90 	374.80 	372.40 	382.50 	357.40 	327.70 	324.90 	346.30 
A,A3100,THS_HD,RO21	558.40 	548.50 	525.60 	488.40 	458.40 	447.50 	381.40 	425.20 	428.10 	374.50 	360.70 	359.30 
A,A3100,THS_HD,RO22	840.60 	812.70 	772.20 	739.80 	723.90 	468.60 	481.90 	468.80 	483.50 	437.80 	438.80 	455.80 
A,A3100,THS_HD,RO31	913.80 	893.50 	885.30 	832.70 	753.80 	649.60 	583.70 	515.60 	483.10 	429.80 	404.10 	401.50 
A,A3100,THS_HD,RO32	72.60 	57.00 	28.10 	33.10 	27.30 	23.60 	10.00 	12.10 	5.20 	5.00 	4.20 	5.60 
A,A3100,THS_HD,RO41	652.20 	625.70 	620.50 	588.00 	558.30 	520.00 	499.10 	483.50 	469.40 	430.60 	463.60 	393.40 
A,A3100,THS_HD,RO42	971.70 	945.80 	952.10 	944.30 	919.30 	914.50 	944.70 	949.80 	851.10 	815.40 	682.30 	811.00 
A,A3100,THS_HD,RS11	: 	180.05 	172.67 	146.91 	160.00 	146.00 	144.00 	144.00 	133.00 	115.14 	103.62 	108.36 
A,A3100,THS_HD,RS12	: 	1324.85 	1342.46 	1248.66 	1220.00 	1236.00 	1230.00 	1261.00 	1212.00 	1132.38 	939.89 	1027.25 
A,A3100,THS_HD,RS21	: 	1080.34 	1128.25 	1008.62 	988.00 	926.00 	1006.00 	1029.00 	978.00 	922.05 	741.72 	828.01 
A,A3100,THS_HD,RS22	: 	650.42 	641.00 	616.97 	543.00 	484.00 	523.00 	549.00 	544.00 	497.41 	355.76 	385.57 
A,A3100,THS_HD,SE11	14.98 	14.91 	8.90 	10.86 	10.65 	27.68 	266.08 	15.04 	18.13 	17.00 	12.00 	14.84 
A,A3100,THS_HD,SE12	292.33 	286.76 	295.40 	260.12 	265.16 	279.15 	108.98 	256.25 	251.57 	252.00 	262.00 	275.47 
A,A3100,THS_HD,SE21	150.08 	152.44 	135.20 	135.10 	131.82 	124.38 	108.98 	115.43 	113.87 	147.00 	116.00 	118.19 
A,A3100,THS_HD,SE22	438.42 	420.19 	441.00 	428.60 	447.96 	428.65 	457.10 	454.34 	438.81 	451.00 	424.00 	433.20 
A,A3100,THS_HD,SE23	415.10 	410.34 	389.90 	421.77 	429.41 	429.02 	470.30 	433.92 	434.72 	426.00 	401.00 	409.01 
A,A3100,THS_HD,SE31	59.81 	62.65 	13.50 	67.34 	68.38 	70.14 	86.16 	57.19 	60.36 	65.00 	55.00 	55.48 
A,A3100,THS_HD,SE32	6.09 	7.39 	4.70 	6.27 	5.88 	7.54 	5.16 	6.32 	5.10 	6.00 	5.00 	3.61 
A,A3100,THS_HD,SE33	22.06 	22.68 	22.80 	24.24 	23.09 	26.68 	30.97 	29.28 	28.39 	29.00 	29.00 	27.90 
A,A3100,THS_HD,SI01	238.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,SI02	49.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,SI03	239.51 	238.20 	228.62 p	223.81 	216.00 	218.66 	202.93 	191.72 	181.37 	166.22 	160.25 	198.41 
A,A3100,THS_HD,SI04	48.84 	43.48 	42.76 p	41.93 	41.24 	40.47 	37.21 	37.77 	34.35 	35.93 	35.89 	33.94 
A,A3100,THS_HD,SK01	24.72 	24.61 	24.18 	23.36 	28.50 	27.89 	28.52 	28.40 	15.17 	19.47 	18.88 	19.38 
A,A3100,THS_HD,SK02	427.14 	433.22 	433.37 	398.11 	428.04 	435.82 	413.87 	411.13 	381.79 	330.48 	329.68 	333.63 
A,A3100,THS_HD,SK03	82.04 	82.48 	83.14 	81.94 	79.66 	83.07 	78.27 	56.93 	20.64 	13.27 	34.79 	34.29 
A,A3100,THS_HD,SK04	103.27 	101.52 	92.43 	82.40 	78.18 	80.25 	68.57 	41.85 	35.48 	17.68 	19.68 	25.02 
A,A3100,THS_HD,TR10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.69 	0.56 
A,A3100,THS_HD,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.01 
A,A3100,THS_HD,TR33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.24 	0.20 
A,A3100,THS_HD,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0.01 
A,A3100,THS_HD,TR52	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.73 	0.96 
A,A3100,THS_HD,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TRA1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TRA2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TRB1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TRB2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TRC1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TRC2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,TRC3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 
A,A3100,THS_HD,UKN0	455.00 	497.00 	533.00 	535.00 	577.00 p	616.00 p	649.00 	: 	: 	: 	: 	: 
A,A4100,THS_HD,AL01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	186.60 
A,A4100,THS_HD,AL02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	127.80 
A,A4100,THS_HD,AL03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	862.12 
A,A4100,THS_HD,AT11	5.63 	4.60 	5.22 	5.63 	6.08 	6.17 	6.25 	6.06 	6.79 	5.98 	5.96 	5.80 
A,A4100,THS_HD,AT12	73.63 	70.16 	71.36 	76.79 	79.49 	80.56 	80.72 	73.05 	75.46 	77.06 	74.94 	75.10 
A,A4100,THS_HD,AT13	213.00 	0.17 	0.13 	0.11 	0.20 	0.21 	0.20 	0.20 	0.24 	0.22 	0.26 	0.26 
A,A4100,THS_HD,AT21	43.44 	41.52 	41.55 	45.39 	50.34 	48.49 	49.73 	49.12 	47.41 	46.54 	46.90 	45.17 
A,A4100,THS_HD,AT22	63.78 	65.59 	64.31 	68.81 	73.14 	74.50 	74.16 	72.55 	73.22 	72.19 	69.48 	66.42 
A,A4100,THS_HD,AT31	53.92 	52.56 	54.48 	58.61 	63.55 	64.71 	62.32 	64.38 	67.38 	67.23 	66.72 	67.84 
A,A4100,THS_HD,AT32	27.79 	26.95 	28.68 	30.29 	33.76 	34.64 	33.21 	33.51 	33.84 	34.51 	32.73 	34.49 
A,A4100,THS_HD,AT33	78.24 	76.61 	76.77 	81.45 	82.77 	84.70 	83.42 	81.90 	85.37 	84.07 	82.11 	83.62 
A,A4100,THS_HD,AT34	10.80 	10.91 	11.21 	11.31 	12.15 	12.36 	12.65 	12.99 	12.65 	12.87 	12.78 	12.22 
A,A4100,THS_HD,BE10	0.08 	: 	: 	0.08 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BE21	10.36 	: 	: 	8.26 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BE22	7.88 	: 	: 	6.39 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BE23	12.42 	: 	: 	8.83 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BE24	11.25 	: 	: 	7.34 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BE25	26.95 	: 	: 	15.99 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BE31	2.58 	: 	: 	1.92 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BE32	8.09 	: 	: 	7.29 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BE33	11.58 	: 	: 	8.98 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BE34	16.18 	: 	: 	11.45 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BE35	9.95 	: 	: 	9.69 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,BG31	142.96 	139.86 	158.95 	154.75 	144.23 	126.78 	120.31 	145.06 	146.15 	132.58 	125.39 	123.95 
A,A4100,THS_HD,BG32	154.27 	151.79 	133.35 	132.87 	131.24 	120.58 	114.90 	113.21 	116.18 	106.05 	107.56 	105.98 
A,A4100,THS_HD,BG33	228.71 	222.91 	215.56 	202.94 	197.12 	212.46 	173.05 	185.30 	140.71 	131.96 	135.78 	125.09 
A,A4100,THS_HD,BG34	252.78 	269.01 	273.78 	292.37 	295.18 	300.45 	289.08 	265.83 	231.85 	217.95 	219.26 	208.92 
A,A4100,THS_HD,BG41	233.83 	238.49 	249.00 	261.28 	250.74 	255.47 	244.40 	245.22 	236.45 	202.56 	200.49 	180.11 
A,A4100,THS_HD,BG42	357.03 	313.22 	301.26 	315.88 	298.28 	334.29 	339.24 	353.16 	328.21 	305.30 	284.30 	272.65 
A,A4100,THS_HD,CY00	313.46 p	322.40 p	325.12 p	: 	: 	: 	310.99 e	326.33 	350.55 	343.40 e	353.53 	364.75 e
A,A4100,THS_HD,DE40	: 	: 	: 	: 	: 	: 	: 	66.50 	71.20 	74.80 	72.90 	72.00 
A,A4100,THS_HD,DE80	: 	: 	: 	: 	: 	: 	: 	70.40 	72.80 	70.30 	66.40 	64.70 
A,A4100,THS_HD,DEC0	: 	: 	: 	: 	: 	: 	: 	4.20 	4.70 	5.90 	5.90 	5.80 
A,A4100,THS_HD,DEE0	74.04 	73.96 	75.45 p	74.61 	68.63 p	69.8 	67.3 	62.40 	58.30 	55.80 	60.10 	58.30 
A,A4100,THS_HD,DEF0	: 	: 	: 	: 	: 	: 	: 	190.00 	193.60 	200.00 	198.00 	: 
A,A4100,THS_HD,DEG0	: 	: 	: 	: 	: 	: 	: 	117.90 	111.30 	102.30 	105.20 	100.30 
A,A4100,THS_HD,EE00	: 	: 	85.90 e	: 	: 	: 	73.10 e	: 	: 	63.10 e	: 	: 
A,A4100,THS_HD,EL30	76.20 	82.30 	78.50 	70.20 	69.40 p	74.20 p	70.30 	46.50 	48.50 	43.40 	59.29 	45.33 
A,A4100,THS_HD,EL41	452.20 	441.40 	445.20 	429.80 	421.90 	441.90 	422.10 	468.50 	462.70 	462.10 	436.19 	483.45 
A,A4100,THS_HD,EL42	190.50 	194.40 	170.00 	159.50 	167.70 	174.70 	168.10 	157.20 	155.20 	164.20 	162.42 	155.87 
A,A4100,THS_HD,EL43	1835.00 	1817.60 	1747.50 	1777.60 	1728.30 	1779.50 	1770.40 	1973.50 	2125.40 	2036.80 	2379.78 	2499.82 
A,A4100,THS_HD,EL51	631.00 	650.60 	594.80 	572.30 	581.80 	546.20 	535.50 	406.80 	355.20 	330.00 	356.02 	401.46 
A,A4100,THS_HD,EL52	856.20 	864.40 	871.70 	883.80 	852.90 	785.80 	812.90 	614.60 	635.20 	520.60 	532.16 	566.21 
A,A4100,THS_HD,EL53	404.30 	404.50 	411.80 	394.10 	385.30 	386.30 	374.70 	392.40 	355.00 	332.90 	339.61 	331.33 
A,A4100,THS_HD,EL54	723.60 	690.80 	738.50 	707.90 	714.60 	668.80 	659.80 	466.50 	447.20 	499.30 	410.05 	455.14 
A,A4100,THS_HD,EL61	1173.80 	1156.40 	1204.20 	1206.40 	1178.20 	1118.80 	1130.90 	1004.80 	999.20 	978.10 	928.64 	857.39 
A,A4100,THS_HD,EL62	124.70 	129.70 	122.90 	124.60 	116.10 	108.90 	111.50 	110.50 	113.30 	95.90 	115.52 	78.58 
A,A4100,THS_HD,EL63	1559.10 	1564.70 	1468.80 	1397.80 	1405.10 	1391.70 	1401.90 	1287.80 	1211.10 	1200.80 	1526.05 	1238.76 
A,A4100,THS_HD,EL64	560.60 	585.60 	525.40 	520.40 	501.00 	513.40 	518.50 	438.50 	409.00 	350.10 	426.42 	402.37 
A,A4100,THS_HD,EL65	492.60 	489.60 	472.90 	494.40 	465.80 	444.30 	451.00 	354.20 	374.10 	364.00 	322.00 	258.45 
A,A4100,THS_HD,ES11	187.71 	184.85 	175.34 	172.49 	207.16 	203.56 p	190.10 	186.83 	184.10 	163.17 	149.78 	142.53 
A,A4100,THS_HD,ES12	56.52 	50.71 	48.57 	47.20 	46.00 	69.13 p	59.07 	58.62 	57.49 	58.06 	55.80 	53.83 
A,A4100,THS_HD,ES13	52.52 	45.37 	64.97 	58.05 	63.91 	46.42 p	41.25 	39.69 	40.20 	38.57 	38.08 	37.07 
A,A4100,THS_HD,ES21	274.49 	263.80 	259.45 	253.66 	239.27 	229.80 p	219.08 	217.30 	213.79 	210.04 	201.83 	213.94 
A,A4100,THS_HD,ES22	542.32 	527.89 	516.47 	508.14 	498.12 	480.25 p	475.31 	467.02 	460.62 	419.84 	409.60 	397.80 
A,A4100,THS_HD,ES23	110.95 	117.90 	113.49 	116.20 	116.62 	111.87 p	107.65 	100.22 	101.25 	94.27 	83.05 	76.87 
A,A4100,THS_HD,ES24	1833.23 	1807.29 	1753.69 	1736.40 	1719.92 	1670.79 p	1653.86 	1629.82 	1546.37 	1461.05 	1434.34 	1394.30 
A,A4100,THS_HD,ES30	101.20 	100.96 	101.06 	105.63 	100.00 p	108.92 p	105.51 	106.06 	105.14 	99.14 	83.09 	75.81 
A,A4100,THS_HD,ES41	3112.11 	3065.20 	3056.05 	3048.03 	3020.95 	2900.87 p	2689.42 	2501.98 	2430.86 	2289.23 	2147.53 	2120.82 
A,A4100,THS_HD,ES42	2555.75 	2298.81 	2466.98 	2296.48 	2300.80 	2382.41 p	2340.35 	2410.34 	2315.66 	2326.05 	2211.22 	2154.45 
A,A4100,THS_HD,ES43	3197.03 	3041.33 	3452.61 	3499.41 	3682.61 	3673.15 p	3690.18 	3733.64 	3725.39 	3645.91 	3526.12 	3469.47 
A,A4100,THS_HD,ES51	548.82 	533.60 	530.79 	533.29 	514.10 	524.33 p	504.49 	488.21 	466.88 	446.21 	413.54 	413.90 
A,A4100,THS_HD,ES52	335.60 	300.32 	295.53 	300.65 	295.53 	288.23 p	283.79 	285.13 	271.88 	273.90 	240.83 	208.68 
A,A4100,THS_HD,ES53	322.93 	307.51 	303.78 	298.60 	289.97 	285.66 p	284.84 	280.56 	272.97 	256.26 	246.19 	245.92 
A,A4100,THS_HD,ES61	2223.55 	2158.07 	2254.53 	2322.29 	2215.23 	2213.92 p	2182.85 	2276.44 	2186.36 	2054.87 	1799.81 	1962.84 
A,A4100,THS_HD,ES62	605.42 	545.48 	577.04 	607.32 	594.20 	619.80 p	607.79 	617.37 	663.79 	575.58 	516.44 	469.77 
A,A4100,THS_HD,ES63	: 	0.00 	0.00 	0.00 	0.00 	0.00 p	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,A4100,THS_HD,ES64	: 	0.00 	0.00 	0.00 	0.00 	0.00 p	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,A4100,THS_HD,ES70	58.45 	82.75 	56.03 	59.05 	58.72 p	48.37 p	43.10 	40.00 	38.61 	40.46 	39.33 	38.04 
A,A4100,THS_HD,FR10	11.00 	11.00 	10.00 	10.00 d	10.05 	10.39 	10.17 	23.54 	15.17 	14.37 p	14.54 p	14.18 
A,A4100,THS_HD,FR30	47.00 	47.00 	46.00 	47.00 d	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,FR91	1.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,FR93	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,FR94	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,FRB0	186.00 	183.00 	178.00 	180.00 d	170.17 	166.73 	162.95 	178.93 	176.43 	177.99 p	180.27 p	165.19 
A,A4100,THS_HD,FRC1	230.00 	227.00 	223.00 	215.00 d	194.86 	211.29 	211.21 	213.92 	214.81 	201.00 p	230.78 p	203.14 
A,A4100,THS_HD,FRC2	57.00 	57.00 	56.00 	56.00 d	54.12 	55.93 	54.75 	54.57 	54.78 	51.90 p	52.54 p	51.42 
A,A4100,THS_HD,FRD1	102.00 	104.00 	106.00 	103.00 d	99.91 	86.24 	86.73 	84.57 	79.16 	81.49 p	72.10 p	81.92 
A,A4100,THS_HD,FRD2	68.00 	62.00 	64.00 	57.00 d	52.36 	59.68 	51.59 	61.37 	60.75 	56.14 p	63.72 p	58.50 
A,A4100,THS_HD,FRE1	47.00 	47.00 	46.00 	47.00 d	44.82 	46.38 	45.45 	83.69 	54.05 	51.18 p	51.88 p	50.71 
A,A4100,THS_HD,FRE2	90.00 	88.00 	81.00 	90.00 d	87.31 	85.67 	79.03 	90.50 	96.58 	92.92 p	86.45 p	93.46 
A,A4100,THS_HD,FRF1	34.00 	34.00 	33.00 	33.00 d	32.13 	33.18 	32.46 	37.96 	38.74 	36.67 p	37.13 p	36.31 
A,A4100,THS_HD,FRF2	123.00 	118.00 	115.00 	121.00 d	108.91 	133.67 	132.65 	120.57 	116.64 	121.39 p	123.68 p	134.60 
A,A4100,THS_HD,FRF3	209.00 	203.00 	204.00 	199.00 d	182.70 	213.98 	225.81 	198.85 	196.67 	188.71 p	185.22 p	171.09 
A,A4100,THS_HD,FRG0	138.00 	140.00 	129.00 	128.00 d	121.89 	123.71 	114.75 	134.78 	129.06 	119.95 p	120.27 p	106.25 
A,A4100,THS_HD,FRH0	77.00 	78.00 	77.00 	78.00 d	72.21 	70.87 	69.61 	87.76 	79.52 	85.14 p	82.90 p	77.90 
