freq,animals,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,A2300F,THS_HD,ES43	3.34 	3.33 	4.01 	3.66 	3.51 	3.44 p	3.34 	2.97 	2.45 	2.27 	2.25 	2.04 
A,A2300F,THS_HD,ES51	73.30 	74.86 	76.65 	75.80 	76.02 	75.01 p	73.93 	73.73 	77.41 	71.15 	69.79 	72.53 
A,A2300F,THS_HD,ES52	5.00 	6.03 	6.77 	6.93 	7.10 	7.50 p	7.78 	7.27 	7.19 	6.86 	7.20 	7.25 
A,A2300F,THS_HD,ES53	11.14 	11.19 	10.75 	10.78 	10.32 	10.10 p	9.81 	9.41 	8.99 	8.70 	8.51 	7.92 
A,A2300F,THS_HD,ES61	52.34 	55.20 	56.36 	57.29 	58.77 	60.85 p	60.54 	61.46 	59.52 	56.84 	55.95 	55.14 
A,A2300F,THS_HD,ES62	7.75 	7.68 	7.87 	7.58 	8.60 	8.42 p	8.27 	8.56 	7.76 	7.63 	7.63 	7.56 
A,A2300F,THS_HD,ES63	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 p	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,A2300F,THS_HD,ES64	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 p	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,A2300F,THS_HD,ES70	6.38 	6.35 	6.24 	6.56 	6.60 p	6.80 p	4.84 	5.53 	6.71 	7.22 	6.37 	6.71 
A,A2300F,THS_HD,FI19	83.71 	84.09 	84.00 	82.06 	80.10 	78.43 	77.55 	77.52 	75.68 	74.65 	72.46 	70.50 
A,A2300F,THS_HD,FI1B	8.25 	8.12 	8.30 	7.99 	7.86 	7.53 	7.40 	7.53 	7.22 	7.33 	6.99 	6.68 
A,A2300F,THS_HD,FI1C	36.54 	36.49 	36.40 	35.42 	34.95 	33.34 	32.34 	31.67 	30.66 	29.75 	29.10 	28.15 
A,A2300F,THS_HD,FI1D	151.68 	152.23 	151.40 	147.75 	145.66 	142.45 	139.82 	137.01 	133.16 	129.73 	126.03 	121.44 
A,A2300F,THS_HD,FI20	1.84 	1.98 	2.00 	2.16 	2.08 	1.89 	1.83 	1.90 	1.81 	1.71 	1.69 	1.59 
A,A2300F,THS_HD,FR10	6.00 	6.00 p	6.00 	6.00 	6.06 	5.97 	5.78 	5.57 	5.27 	4.90 	4.73 p	4.58 
A,A2300F,THS_HD,FR30	187.00 	190.00 p	190.00 	186.00 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,FR91	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,FR93	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,FR94	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,FRB0	63.00 	62.00 p	61.00 	60.00 	59.22 	58.29 	57.12 	55.72 	54.44 	52.50 	51.05 p	49.07 
A,A2300F,THS_HD,FRC1	57.00 	57.00 p	56.00 	55.00 	54.43 	52.99 	51.15 	50.26 	49.03 	47.73 	46.23 p	44.46 
A,A2300F,THS_HD,FRC2	205.00 	205.00 p	207.00 	210.00 	209.36 	206.48 	207.16 	205.46 	205.67 	201.84 	203.66 p	202.99 
A,A2300F,THS_HD,FRD1	444.00 	448.00 p	449.00 	451.00 	451.59 	451.90 	448.12 	441.54 	431.55 	424.93 	417.49 p	407.20 
A,A2300F,THS_HD,FRD2	131.00 	131.00 p	127.00 	125.00 	123.21 	122.48 	118.08 	113.34 	110.21 	108.59 	105.59 p	99.84 
A,A2300F,THS_HD,FRE1	187.00 	190.00 p	190.00 	186.00 	185.43 	186.49 	186.06 	183.00 	179.66 	180.98 	179.49 p	176.03 
A,A2300F,THS_HD,FRE2	124.00 	124.00 p	121.00 	116.00 	113.97 	113.10 	110.73 	108.23 	105.62 	104.32 	102.57 p	99.70 
A,A2300F,THS_HD,FRF1	45.00 	46.00 p	46.00 	46.00 	45.67 	45.04 	45.49 	44.55 	43.56 	43.05 	42.57 p	41.54 
A,A2300F,THS_HD,FRF2	98.00 	96.00 p	95.00 	93.00 	91.15 	90.23 	88.78 	86.39 	85.15 	82.81 	80.43 p	77.37 
A,A2300F,THS_HD,FRF3	185.00 	185.00 p	184.00 	182.00 	179.50 	178.68 	176.63 	173.82 	171.79 	167.86 	164.47 p	157.93 
A,A2300F,THS_HD,FRG0	526.00 	532.00 p	528.00 	530.00 	527.36 	524.22 	515.38 	501.16 	490.85 	477.26 	466.80 p	452.25 
A,A2300F,THS_HD,FRH0	748.00 	751.00 p	751.00 	753.00 	755.18 	750.38 	738.12 	718.73 	693.59 	671.17 	651.42 p	628.80 
A,A2300F,THS_HD,FRI1	94.00 	89.00 p	85.00 	81.00 	74.95 	69.82 	65.36 	61.50 	57.39 	52.44 	50.08 p	47.35 
A,A2300F,THS_HD,FRI2	33.00 	33.00 p	32.00 	30.00 	28.05 	26.71 	25.53 	24.63 	23.90 	22.67 	21.76 p	20.71 
A,A2300F,THS_HD,FRI3	90.00 	87.00 p	84.00 	82.00 	78.37 	76.43 	74.01 	70.05 	65.43 	61.01 	57.60 p	55.36 
A,A2300F,THS_HD,FRJ1	19.00 	19.00 p	19.00 	18.00 	17.24 	16.26 	15.50 	15.02 	14.66 	13.68 	13.36 p	13.15 
A,A2300F,THS_HD,FRJ2	135.00 	131.00 p	126.00 	121.00 	116.02 	110.33 	104.81 	100.67 	96.19 	89.54 	86.53 p	83.91 
A,A2300F,THS_HD,FRK1	225.00 	224.00 p	216.00 	212.00 	208.87 	202.41 	195.04 	191.96 	189.20 	182.54 	179.48 p	176.60 
A,A2300F,THS_HD,FRK2	269.00 	268.00 p	264.00 	263.00 	258.09 	251.44 	246.47 	241.92 	239.19 	231.86 	230.23 p	227.42 
A,A2300F,THS_HD,FRL0	8.00 	7.00 p	7.00 	7.00 	7.07 	6.77 	6.65 	6.54 	6.51 	6.20 	6.10 p	6.05 
A,A2300F,THS_HD,FRM0	0.00 	0.00 p	0.00 	0.00 	0.08 	0.07 	0.08 	0.00 	0.08 	0.08 	0.09 p	0.09 
A,A2300F,THS_HD,FRY1	: 	0.00 p	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.01 	0.01 	0.01 p	0.01 
A,A2300F,THS_HD,FRY2	0.00 	0.00 p	0.00 	0.00 	0.15 	0.12 	0.15 	0.07 	0.14 	0.09 	0.07 p	0.06 
A,A2300F,THS_HD,FRY3	1.00 	1.00 p	1.00 	1.00 	0.64 	0.60 	0.59 	0.54 	0.49 	0.43 	0.41 p	0.41 
A,A2300F,THS_HD,FRY4	3.00 	3.00 p	3.00 	3.00 	2.84 	2.83 	2.77 	2.52 	2.44 	2.34 	2.24 p	2.27 
A,A2300F,THS_HD,FRY5	: 	: p	: 	0.00 	0.04 	0.04 	0.05 	2.50 	0.06 	0.05 	0.05 p	0.03 
A,A2300F,THS_HD,HR01	60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,HR02	90.1 	: 	: 	: 	: 	: 	: 	: 	: 	51.90 b	41.50 	43.80 
A,A2300F,THS_HD,HR03	17.90 	17.00 	12.30 	11.20 	10.40 	18.10 b	18.80 	17.20 	5.20 	4.90 b	6.10 	4.40 
A,A2300F,THS_HD,HR04	: 	142.40 	139.20 	135.20 	129.10 	117.80 b	111.20 	92.60 	88.10 	: 	: 	: 
A,A2300F,THS_HD,HR05	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 n	0.70 	0.20 
A,A2300F,THS_HD,HR06	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.90 b	23.10 	21.90 
A,A2300F,THS_HD,HU10	19.00 	19.00 	18.00 	18.00 	18.00 	18.00 	19.00 	17.00 	17.90 	: 	: 	: 
A,A2300F,THS_HD,HU11	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.30 	0.20 	0.10 	0.00 	0.10 
A,A2300F,THS_HD,HU12	: 	: 	: 	: 	18.00 	18.00 	18.00 	20.00 	17.90 	17.70 	16.80 	17.40 
A,A2300F,THS_HD,HU21	31.00 	33.00 	33.00 	31.00 	32.00 	31.00 	31.00 	32.70 	37.60 	38.60 	36.90 	39.20 
A,A2300F,THS_HD,HU22	37.00 	37.00 	36.00 	36.00 	37.00 	36.00 	38.00 	35.90 	38.90 	42.30 	35.40 	35.10 
A,A2300F,THS_HD,HU23	27.00 	28.00 	29.00 	30.00 	28.00 	29.00 	29.00 	25.10 	26.90 	27.10 	28.80 	29.90 
A,A2300F,THS_HD,HU31	18.00 	19.00 	16.00 	18.00 	18.00 	18.00 	18.00 	18.30 	22.90 	22.30 	23.80 	24.60 
A,A2300F,THS_HD,HU32	61.00 	64.00 	64.00 	61.00 	59.00 	57.00 	57.00 	63.70 	79.70 	74.70 	68.90 	67.50 
A,A2300F,THS_HD,HU33	57.00 	57.00 	55.00 	50.00 	52.00 	51.00 	51.00 	50.60 	57.20 	55.10 	54.70 	54.40 
A,A2300F,THS_HD,IE01	221.76 	231.60 	254.61 	265.74 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,IE02	860.70 	896.12 	985.28 	1029.49 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,IE04	134.23 	140.42 	151.59 	155.31 	156.36 	158.36 	164.19 	166.97 	172.21 	176.83 	179.31 	177.35 
A,A2300F,THS_HD,IE05	786.40 	817.17 	898.48 	938.41 	973.59 	987.70 	1024.80 	1044.29 	1073.56 	1068.08 	1063.17 	1038.27 
A,A2300F,THS_HD,IE06	161.83 	170.14 	189.81 	201.52 	213.35 	223.04 	236.77 	244.79 	259.50 	265.40 	268.38 	265.70 
A,A2300F,THS_HD,IS00	25.80 	26.00 	27.00 	26.30 	26.70 	26.40 	26.20 	26.40 	: 	25.81 	25.86 	25.17 
A,A2300F,THS_HD,ITC1	163.79 	188.13 	180.23 	177.48 	150.20 	141.70 	138.00 	145.08 	147.17 	145.66 b	143.37 	134.69 b
A,A2300F,THS_HD,ITC2	21.86 	15.67 	18.51 	17.95 	14.96 	15.47 	16.45 	15.68 	18.14 	17.78 b	16.43 	14.99 b
A,A2300F,THS_HD,ITC3	2.86 	2.42 	3.44 	2.55 	2.76 	2.13 	1.45 	1.47 	0.93 	1.07 b	1.02 	1.32 b
A,A2300F,THS_HD,ITC4	458.27 	485.10 	482.97 	480.49 	479.94 	505.86 	547.39 	541.96 	538.42 	582.53 b	551.61 	557.22 b
A,A2300F,THS_HD,ITF1	26.21 	17.88 	17.42 	15.97 	20.82 	14.10 	15.27 	15.38 	15.86 	16.33 b	16.33 	15.27 b
A,A2300F,THS_HD,ITF2	18.67 	17.99 	18.11 	17.27 	17.54 	14.20 	10.42 	10.50 	8.33 	12.38 b	12.38 	10.18 b
A,A2300F,THS_HD,ITF3	194.90 	261.10 	253.29 	268.53 	275.23 	262.19 	244.41 	242.75 	238.48 	224.13 b	217.84 	223.85 b
A,A2300F,THS_HD,ITF4	105.63 	109.58 	109.98 	108.77 	113.63 	109.79 	85.31 	84.80 	83.85 	75.18 b	76.12 	71.07 b
A,A2300F,THS_HD,ITF5	38.18 	33.97 	34.10 	33.65 	38.95 	29.28 	23.12 	23.57 	22.46 	26.02 b	25.23 	28.41 b
A,A2300F,THS_HD,ITF6	19.20 	32.30 	31.31 	36.00 	32.68 	26.87 	24.12 	24.65 	19.09 	21.03 b	20.21 	20.62 b
A,A2300F,THS_HD,ITG1	132.65 	118.82 	117.94 	112.26 	119.24 	113.40 	104.13 	105.02 	105.86 	58.19 b	56.18 	48.66 b
A,A2300F,THS_HD,ITG2	62.51 	66.58 	66.12 	68.96 	72.95 	62.26 	54.25 	51.29 	49.40 	46.10 b	45.32 	47.28 b
A,A2300F,THS_HD,ITH1	99.16 	60.87 	60.12 	62.86 	73.29 	52.85 	51.95 	49.22 	49.75 	65.15 b	66.12 	62.33 b
A,A2300F,THS_HD,ITH2	17.71 	23.74 	21.15 	21.09 	23.93 	24.85 	24.85 	27.96 	24.64 	24.46 b	23.99 	20.33 b
A,A2300F,THS_HD,ITH3	187.42 	172.09 	173.04 	169.52 	155.50 	144.33 	136.39 	136.28 	131.94 	148.97 b	134.76 	124.71 b
A,A2300F,THS_HD,ITH4	36.76 	32.99 	37.71 	42.28 	43.57 	35.02 	34.01 	33.13 	30.33 	34.27 b	31.70 	31.51 b
A,A2300F,THS_HD,ITH5	303.30 	279.23 	276.20 	277.25 	273.91 	268.24 	260.61 	259.72 	256.47 	251.97 b	254.34 	235.90 b
A,A2300F,THS_HD,ITI1	13.22 	16.88 	18.32 	17.60 	12.73 	11.98 	14.63 	14.08 	16.02 	12.35 b	13.45 	11.05 b
A,A2300F,THS_HD,ITI2	10.29 	8.88 	8.65 	10.23 	8.68 	6.74 	6.14 	5.91 	5.97 	7.97 b	8.20 	8.10 b
A,A2300F,THS_HD,ITI3	44.13 	11.16 	11.20 	10.85 	10.89 	6.78 	6.44 	6.32 	6.17 	6.39 b	6.80 	5.86 b
A,A2300F,THS_HD,ITI4	117.87 	113.99 	117.01 	108.91 	98.72 	91.44 	76.38 	76.49 	75.08 	86.91 b	86.36 	90.48 b
A,A2300F,THS_HD,LT00	315.70 p	314.00 p	300.50 p	285.80 	272.80 p	256.20 p	240.90 p	232.90 p	225.20 p	: 	: 	: 
A,A2300F,THS_HD,LT01	19.80 	18.10 	13.80 	11.90 	10.50 	8.80 	7.70 	7.00 	6.60 	6.47 	6.02 	5.46 
A,A2300F,THS_HD,LT02	295.90 	295.90 	286.70 	273.90 	262.30 	247.40 	233.20 	225.90 	218.60 	217.71 	205.97 	195.41 
A,A2300F,THS_HD,LU00	48.27 	46.78 	49.13 	51.97 	52.12 	53.00 	54.15 	54.23 	54.57 	55.33 	55.21 	54.80 
A,A2300F,THS_HD,LV00	165.01 p	165.87 p	162.40 p	154.02 	150.36 p	144.47 p	138.41 p	136.04 	131.20 	127.76 	119.04 	113.04 p
A,A2300F,THS_HD,ME00	61.00 	63.00 	63.00 	59.60 p	60.40 	59.50 p	57.20 p	54.17 p	49.17 p	48.12 p	45.59 p	42.55 p
A,A2300F,THS_HD,MK00	129.00 	127.00 	124.00 	125.00 	123.00 	129.00 	111.00 	108.00 	98.00 	100.00 	69.00 	73.00 
A,A2300F,THS_HD,MT00	6.33 	6.50 	6.37 	6.50 	6.14 	6.23 	6.12 	6.06 	5.87 	6.12 	5.93 	5.82 
A,A2300F,THS_HD,NL11	101.00 	102.00 	110.00 	115.00 	106.00 	101.00 	104.00 	102.00 	101.00 	102.00 	101.00 	100.00 
A,A2300F,THS_HD,NL12	286.00 	288.00 	309.00 	323.00 	302.00 	291.00 	297.00 	295.00 	292.00 	296.00 	292.00 	289.00 
A,A2300F,THS_HD,NL13	106.00 	107.00 	114.00 	120.00 	111.00 	104.00 	106.00 	104.00 	103.00 	105.00 	104.00 	102.00 
A,A2300F,THS_HD,NL21	258.00 	259.00 	276.00 	287.00 	266.00 	250.00 	255.00 	254.00 	250.00 	254.00 	251.00 	247.00 
A,A2300F,THS_HD,NL22	241.00 	245.00 	257.00 	271.00 	250.00 	229.00 	235.00 	228.00 	226.00 	228.00 	227.00 	222.00 
A,A2300F,THS_HD,NL23	34.00 	33.00 	38.00 	39.00 	36.00 	33.00 	34.00 	34.00 	34.00 	34.00 	34.00 	33.00 
A,A2300F,THS_HD,NL31	86.00 	86.00 	91.00 	95.00 	88.00 	82.00 	94.00 	94.00 	94.00 	94.00 	: 	: 
A,A2300F,THS_HD,NL32	83.00 	84.00 	90.00 	95.00 	88.00 	86.00 	89.00 	87.00 	87.00 	88.00 	86.00 	85.00 
A,A2300F,THS_HD,NL33	101.00 	101.00 	106.00 	110.00 	103.00 	99.00 	91.00 	91.00 	90.00 	91.00 	: 	: 
A,A2300F,THS_HD,NL34	21.00 	22.00 	23.00 	25.00 	23.00 	22.00 	23.00 	23.00 	23.00 	23.00 	24.00 	22.00 
A,A2300F,THS_HD,NL35	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93.00 	93.00 
A,A2300F,THS_HD,NL36	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.00 	90.00 
A,A2300F,THS_HD,NL41	230.00 	231.00 	246.00 	258.00 	238.00 	207.00 	213.00 	211.00 	208.00 	208.00 	207.00 	202.00 
A,A2300F,THS_HD,NL42	52.00 	52.00 	55.00 	58.00 	54.00 	48.00 	49.00 	47.00 	46.00 	46.00 	44.00 	42.00 
A,A2300F,THS_HD,PL11	185.04 	187.53 	175.35 	178.70 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,PL12	496.86 	489.45 	470.43 	465.30 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,PL21	89.07 	84.00 	81.85 	83.60 	72.40 	79.30 	71.70 	76.60 	70.70 	56.32 	60.16 	53.29 
A,A2300F,THS_HD,PL22	44.65 	45.20 	40.23 	42.10 	40.90 	42.00 	43.70 	43.10 	44.80 	42.42 	47.13 	42.02 
A,A2300F,THS_HD,PL31	149.91 	140.11 	128.16 	126.50 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,PL32	57.18 	54.19 	48.69 	45.30 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,PL33	60.14 	55.74 	55.31 	51.50 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,PL34	431.62 	427.07 	428.10 	416.90 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,PL41	272.34 	257.45 	242.27 	255.30 	262.80 	269.40 	270.10 	286.50 	278.80 	280.88 	323.85 	283.44 
A,A2300F,THS_HD,PL42	27.55 	26.54 	25.41 	22.70 	20.30 	23.50 	24.40 	24.70 	22.90 	30.21 	33.40 	29.02 
A,A2300F,THS_HD,PL43	16.83 	17.59 	15.61 	13.10 	14.20 	14.00 	12.70 	14.00 	12.50 	22.35 	23.74 	21.07 
A,A2300F,THS_HD,PL51	31.08 	33.61 	28.92 	26.60 	26.00 	25.40 	24.80 	24.60 	21.20 	33.57 	37.27 	32.17 
A,A2300F,THS_HD,PL52	39.59 	40.90 	38.20 	38.90 	39.00 	40.80 	37.60 	39.30 	37.90 	40.21 	45.66 	39.52 
A,A2300F,THS_HD,PL61	148.25 	151.02 	141.91 	146.10 	143.10 	149.90 	140.40 	134.10 	133.10 	133.91 	149.05 	130.07 
A,A2300F,THS_HD,PL62	184.31 	175.82 	155.96 	161.30 	178.10 	174.80 	167.80 	164.60 	164.20 	171.62 	183.57 	156.85 
A,A2300F,THS_HD,PL63	64.68 	61.58 	57.70 	55.90 	58.30 	59.60 	57.40 	54.30 	56.20 	63.37 	69.70 	60.40 
A,A2300F,THS_HD,PL71	185.04 	187.53 	175.35 	178.70 	178.10 	175.40 	181.10 	168.70 	151.50 	145.04 	155.10 	135.65 
A,A2300F,THS_HD,PL72	: 	: 	: 	: 	48.70 	48.70 	47.10 	46.70 	41.60 	42.81 	45.11 	39.17 
A,A2300F,THS_HD,PL81	149.91 	140.11 	128.16 	126.50 	128.40 	124.40 	123.00 	112.60 	105.60 	106.53 	113.72 	99.69 
A,A2300F,THS_HD,PL82	57.18 	54.19 	48.69 	45.30 	42.60 	40.10 	34.60 	33.20 	34.30 	32.09 	33.82 	29.61 
A,A2300F,THS_HD,PL84	431.62 	427.07 	428.10 	416.90 	427.10 	442.80 	429.00 	419.30 	417.20 	398.24 	446.95 	394.02 
A,A2300F,THS_HD,PL91	: 	: 	: 	: 	22.00 	25.80 	24.50 	23.10 	21.50 	22.00 	23.41 	19.79 
A,A2300F,THS_HD,PL92	: 	: 	: 	: 	451.00 	478.10 	477.00 	460.30 	421.20 	415.71 	451.69 	394.53 
A,A2300F,THS_HD,PT11	79.63 	81.57 	86.82 	84.87 p	85.35 	81.94 	82.78 	82.02 	81.94 	81.07 	80.73 	79.54 
A,A2300F,THS_HD,PT15	0.06 	0.06 	0.06 	0.08 p	0.08 	0.07 	0.07 	0.07 	0.06 	0.05 	0.05 	0.05 
A,A2300F,THS_HD,PT16	30.32 	30.17 	30.25 	28.38 p	27.08 	26.70 	25.11 	24.03 	22.96 	21.16 	: 	: 
A,A2300F,THS_HD,PT17	7.84 	8.01 	8.88 	8.90 p	8.82 	8.94 	8.43 	8.30 	8.20 	7.50 	: 	: 
A,A2300F,THS_HD,PT18	23.81 	25.01 	26.22 	26.45 p	26.33 	26.16 	26.25 	26.04 	26.12 	25.50 	: 	: 
A,A2300F,THS_HD,PT19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.41 	17.72 
A,A2300F,THS_HD,PT1A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.61 	2.69 
A,A2300F,THS_HD,PT1B	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.75 	4.76 
A,A2300F,THS_HD,PT1C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.63 	18.11 
A,A2300F,THS_HD,PT1D	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.68 	7.37 
A,A2300F,THS_HD,PT20	88.91 	88.71 	90.73 	89.96 p	90.66 p	91.37 	91.29 	92.07 	90.53 	86.05 	85.80 	83.13 
A,A2300F,THS_HD,PT30	0.27 	0.31 	0.31 	0.27 p	0.32 p	0.30 	0.30 	0.23 	0.21 	0.22 	0.19 	0.13 
A,A2300F,THS_HD,RO11	218.10 	219.30 	219.10 	221.80 	216.70 	213.80 	218.70 	217.00 	213.60 	226.00 	227.50 	224.50 
A,A2300F,THS_HD,RO12	192.90 	206.90 	208.10 	207.70 	211.60 	211.30 	212.40 	226.80 	227.60 	227.30 	223.70 	225.10 
A,A2300F,THS_HD,RO21	284.30 	283.90 	285.40 	280.10 	274.90 	269.60 	257.60 	256.80 	246.50 	240.30 	234.80 	228.30 
A,A2300F,THS_HD,RO22	124.70 	124.80 	123.60 	125.40 	125.50 	127.50 	116.80 	104.10 	100.60 	96.80 	89.10 	89.40 
A,A2300F,THS_HD,RO31	143.40 	144.00 	143.70 	141.50 	140.50 	134.70 	131.00 	120.10 	111.30 	109.90 	107.70 	107.30 
A,A2300F,THS_HD,RO32	3.10 	3.50 	3.40 	4.80 	4.20 	3.30 	2.50 	2.60 	2.10 	1.90 	1.80 	1.70 
A,A2300F,THS_HD,RO41	110.80 	113.60 	115.00 	115.60 	109.10 	105.10 	105.10 	100.10 	90.20 	85.80 	85.30 	82.20 
A,A2300F,THS_HD,RO42	91.60 	92.40 	92.40 	95.70 	92.90 	92.90 	94.70 	94.40 	90.00 	87.60 	86.80 	93.50 
A,A2300F,THS_HD,RS11	: 	26.21 	25.79 	20.92 	21.00 	19.00 	20.00 	20.00 	20.00 	15.71 	15.04 	14.34 
A,A2300F,THS_HD,RS12	: 	85.46 	79.53 	97.67 	99.00 	89.00 	94.00 	93.00 	97.00 	92.11 	86.33 	84.60 
A,A2300F,THS_HD,RS21	: 	230.27 	228.95 	206.43 	210.00 	214.00 	212.00 	209.00 	198.00 	187.44 	165.87 	150.58 
A,A2300F,THS_HD,RS22	: 	95.03 	95.25 	100.93 	98.00 	95.00 	97.00 	96.00 	93.00 	78.94 	68.76 	59.21 
A,A2300F,THS_HD,SE11	3.27 	3.15 	3.11 	2.91 	2.87 	2.53 	2.49 	2.48 	2.56 	2.00 	2.00 	2.35 
A,A2300F,THS_HD,SE12	55.85 	55.31 	53.31 	51.93 	52.03 	47.67 	46.92 	48.68 	47.78 	47.00 	46.00 	45.04 
A,A2300F,THS_HD,SE21	99.96 	100.01 	96.97 	93.27 	93.96 	92.01 	88.00 	88.45 	86.15 	86.00 	84.00 	82.35 
A,A2300F,THS_HD,SE22	44.14 	43.80 	42.93 	42.31 	41.36 	40.66 	39.63 	38.52 	38.17 	38.00 	33.00 	37.99 
A,A2300F,THS_HD,SE23	85.03 	84.46 	84.36 	82.08 	80.53 	79.62 	75.47 	76.85 	76.19 	76.00 	75.00 	74.27 
A,A2300F,THS_HD,SE31	22.86 	22.76 	22.63 	21.59 	21.41 	20.09 	19.77 	19.97 	19.99 	20.00 	20.00 	19.97 
A,A2300F,THS_HD,SE32	14.52 	14.61 	14.17 	13.91 	13.22 	12.96 	12.44 	12.75 	12.55 	13.00 	13.00 	12.31 
A,A2300F,THS_HD,SE33	20.43 	20.10 	19.33 	18.13 	18.06 	17.50 	16.65 	16.70 	16.21 	15.00 	15.00 	14.58 
A,A2300F,THS_HD,SI01	73.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,SI02	36.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2300F,THS_HD,SI03	74.79 	73.65 	78.07 p	73.65 	75.97 	70.28 	70.31 	67.01 	68.40 	62.55 	65.46 	59.26 
A,A2300F,THS_HD,SI04	34.78 	34.21 	34.76 p	34.19 	32.85 	32.43 	30.53 	32.20 	32.52 	30.70 	29.23 	32.72 
A,A2300F,THS_HD,SK01	5.09 	5.12 	5.14 	5.20 	4.90 	4.77 	4.48 	4.78 	4.61 	4.76 	4.79 	4.49 
A,A2300F,THS_HD,SK02	66.19 	63.95 	60.85 	56.37 	54.98 	53.71 	53.01 	53.57 	53.39 	51.01 	50.79 	50.73 
A,A2300F,THS_HD,SK03	42.79 	43.70 	42.69 	41.72 	40.88 	40.27 	39.74 	36.86 	36.30 	35.75 	34.58 	34.36 
A,A2300F,THS_HD,SK04	30.81 	30.31 	30.55 	29.32 	29.10 	29.12 	28.63 	26.83 	25.77 	25.39 	24.74 	24.56 
A,A2300F,THS_HD,UKN0	282.00 	306.00 	314.00 	312.00 	311.00 p	307.00 p	312.00 	: 	: 	: 	: 	: 
A,A3100,THS_HD,AL01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80.31 
A,A3100,THS_HD,AL02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.24 
A,A3100,THS_HD,AL03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.49 
A,A3100,THS_HD,AT11	49.71 	42.24 	46.52 	44.18 	44.71 	43.59 	41.29 	41.19 	40.74 	36.17 	37.42 	33.15 
A,A3100,THS_HD,AT12	: 	788.88 	773.78 	754.72 	756.65 	761.61 	769.20 	757.69 	769.57 	738.27 	692.99 	692.42 
A,A3100,THS_HD,AT13	0.08 	0.20 	0.43 	0.20 	0.22 	0.15 	0.15 	0.08 	0.09 	0.24 	0.10 	0.25 
A,A3100,THS_HD,AT21	136.14 	128.22 	129.60 	116.61 	129.15 	111.08 	113.29 	116.19 	109.94 	96.29 	96.25 	96.19 
A,A3100,THS_HD,AT22	: 	768.60 	734.86 	754.60 	743.32 	748.31 	739.44 	752.03 	732.66 	706.79 	660.41 	669.59 
A,A3100,THS_HD,AT31	: 	1117.80 	1134.01 	1095.91 	1120.63 	1084.32 	1085.68 	1116.59 	1106.59 	1047.38 	1006.95 	1022.16 
A,A3100,THS_HD,AT32	7.94 	7.88 	7.35 	7.57 	8.39 	9.37 	9.55 	6.53 	7.00 	7.29 	8.57 	7.12 
A,A3100,THS_HD,AT33	13.09 	9.82 	11.46 	9.88 	12.61 	12.85 	9.93 	10.77 	12.69 	12.37 	9.35 	9.69 
A,A3100,THS_HD,AT34	5.97 	4.56 	7.45 	9.14 	4.41 	5.31 	4.69 	5.41 	6.32 	5.35 	4.42 	3.87 
A,A3100,THS_HD,BE10	0.01 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
