freq,hatchitm,animals,unit,geo\TIME_PERIOD	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,CU,A5241P,THS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5241P,THS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5241P,THS,UK	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 p	0 p	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EPI,A5130M,THS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	0 	0.2 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: @C	0 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,EPI,A5130M,THS,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	13 	31 	49 	0 	: 	0 e	0 e	0 
A,EPI,A5130M,THS,BE	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	0 b	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2063 	: @C	: @C	: @C	2676 	1509.3 	1036.7 	866 	1118.76 	1180.27 	993.6 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,EPI,A5130M,THS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,DE	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	: 	: 	0 	0 b	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 p	0 p	0 
A,EPI,A5130M,THS,DK	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: @C	: @C	: @C	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: @C	0 	0 	0 
A,EPI,A5130M,THS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7862 	9856 	9442.8 	8654.5 	7951 	9480 	7784 	10516 	8895 	10276 	5871 	9962 	7462 	6827 	5583 	5876 	4193 	3936 	3457 	3895 	5683 e	5079 	5241 e	4106 	4262 	3900 	3779 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	1870 	1912 	1767.08 	1649.85 	1575.37 
A,EPI,A5130M,THS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2095 e	2165 	2044.5 	2178.5 	2380 	2404 	2088 	2110 	2474 	2341 	372 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 	0 p	0 p	0 p	0 p	0 p	0 p	0 p	0 p	0 p	0 p	0 p	0 p	0 p	0 	0 	0 
A,EPI,A5130M,THS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,FR	: 	: 	: 	: 	: 	: 	39362 	39623 	40325 	36277 	35503 	35570 	33201 	31144 	32412 	31040 	31043 	34471 	34911 	39627 	40828 	32368 	26208 	28232 	26380 	23964 	24930 	25786 	22678 	18322 	18208 	19502 	18856 	25028 	22614 	27678 	21186 	17780 	17048 	16837 	20847 	21115.4 p	23016.4 p	60587.3 p	40285.5 p	42503.3 p	47985.28 p	40902.26 p	34690.57 p	35652.72 p	28195.31 p	30426.55 p	30196.23 p	1000 p	0 p	0 p	0 p	0 
A,EPI,A5130M,THS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,EPI,A5130M,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9558 	10195 	10213.6 	8502.4 	10416 	8467.6 	9832.7 	7652.3 	9060.6 	10318.8 	7195.3 	8663.28 	6929.45 	8218.87 	8980.46 	7050.06 	8706.19 	8363.27 	9916.25 	10717.99 	10107.09 	7210.86 	8459.35 	8544.92 
A,EPI,A5130M,THS,IE	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	21.24 	0 	0 	0 	0 	0 	0 	: 	0 	: 	0 
A,EPI,A5130M,THS,IT	39815.2 	37378.3 	41688.3 	40302.8 	39075.1 	43388.8 	39469.2 	32257.3 	29793.5 	26096.3 	29759.2 	23167.4 	19888.1 	20526.6 	20545 	17575 	20590.8 	18354.2 	24043.2 	17709 	19075 	28851.2 	22221 	38578 	33645 	28636 	30950 	30340 	25740 	20212 	30983 	25510 	24716 	20706 	17401 	18572 e	15969 	17278 	17111 	14704 	14900 	: 	18824 	17120 	15753 	18794 	15417 	12323 p	19392 p	11730 p	11067 p	5076 p	3590 p	5661 p	7073 p	4941 p	3398 	2821 
A,EPI,A5130M,THS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,LU	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,EPI,A5130M,THS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	0 	0 	0 	0 	: @C	: @C	: @C	0 	: @C	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,NL	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 p	0 	0 	0 p	0 p	0 p	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40210 	43516.6 	47847.9 	: 	30058.6 	26224.2 p	15177.9 p	15322.6 p	14555.8 p	16352.8 p	16937.29 p	17638.91 p	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	19598.27 p
A,EPI,A5130M,THS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	755 	4175 	3710 	2002 	1046.2 	1165 	1379 	1311 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	795.9 	5732.4 	845.4 	3124 	2159.5 	3168.4 	2819.8 	1936.3 	3234 	3364.6 	2836.4 	2608.8 	4181.56 	7580.89 	7869.7 	8789.57 	10680.13 	9579.4 
A,EPI,A5130M,THS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 n	: @C	: @C	: @C	: @C	: @C
A,EPI,A5130M,THS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130M,THS,UK	: 	: 	: 	: 	: 	: 	: 	42 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	0 p	0 p	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EPI,A5130O,THS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12543.3 	12921 	12895.3 	12239 	11853.4 	13332.7 	13952.4 	14919.7 	16303.1 	15553.2 	14313.3 	15058.1 	16286.1 	13056.7 	17083.5 	20111.5 	21739.2 	23649.6 	22186.44 	23020.08 	24477.68 	23942.13 	23684.66 	24445.58 	23310.82 	24293.22 	23933.84 	23923.55 	26584.54 	27987.73 
A,EPI,A5130O,THS,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5799 	4674 	3620 	3956 	3709 	2595 	2127 	: 	3599 e	4341 e	4433 e
A,EPI,A5130O,THS,BE	: 	: 	: 	: 	: 	: 	34711 	34705 	33532 	34548 	33896 	31714 	30863 	35963 	42157 	35715 	37213 	35608 	38640 	40335 	44075 	41859 	36141 	35397 	34633 	34114 	31380 	35000 	34398 	31447 	31511 	37173 	24685 	30340 	31689 	33328 	30739 	27199 	16948 	23445.8 	27452.8 	24890.5 b	27218.1 	33541.4 	27556.4 	34930.4 	34067.83 	34398.1 	43041.77 	44663.39 	53921.17 	67729.47 	79427.43 	79434.23 	90156.85 	79348.34 	92544.65 	96557.01 
A,EPI,A5130O,THS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8078 	10318.4 	7705.2 	6908 	5614 	5161.1 	7305 	6522.7 	7441.2 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,EPI,A5130O,THS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1532.2 	1280.9 	1623 	1230.5 	1457.6 	1521.1 	1439.6 	1590 	1174.3 	1144 	1032.1 	1117.21 	1055.17 	886.24 	1091.67 	875.44 	785.45 	865.46 	591.09 	849.98 	650.91 	672.5 	861.63 	819.65 
A,EPI,A5130O,THS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24943 	20824 	24300 	21233 	20030 	24466 	20739 	24414 	26083 	24112.6 	: @C	26823.86 	: @C	: @C	30412 	: @C	33499.86 	33309.4 	37504.69 	38262.21 	38914.39 	38342.02 	39939.2 
A,EPI,A5130O,THS,DE	: 	: 	: 	134517 	134783 	123079.2 	115109.2 	119002.4 	111737.8 	115826.3 	117714.9 	112245.5 	110857.5 	111820.8 	114821.6 	106035.4 	107028.7 	104320.4 	103079.6 	96588.9 	99192.8 	91641.6 	92943.5 	94178.1 	117010.5 b	110785 	109862 	114621.2 	114077.1 	114814.5 	114448.7 	109380.9 	109265.7 	116994.3 	120000.8 	114453.6 	131756.5 	110402.8 	107396 	105358.6 	108259 	98838.7 	104436.6 	112432.6 	113555.7 	120961.8 	111537.36 	114472.29 	120922.39 	111140.74 p	116312.2 p	103214.41 p	104984.79 p	90818.2 p	72712.85 p	40220.13 p	47753.22 p	57875.52 p
A,EPI,A5130O,THS,DK	: 	: 	: 	: 	: 	: 	14127 	14185.8 	10028.5 	9978.5 	9347 	11376.5 	10943 	11299.9 	11950.8 	12038.3 	11146.5 	10949.7 	11112.7 	10293.9 	10534.2 	10804.9 	10334.5 	11586 	12555 	11530 	11123 	12338 	10422 	: 	8111 	6187 	5351 	6852 	6821 	6336 	7563 	: 	7031 	6237 	7207 	6260 	5936 	7037 	6469 	: 	: 	: 	: 	: @C	: @C	: @C	8792 	9312 	8712 	8108.47 	7967.98 	8025.87 
A,EPI,A5130O,THS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: @C	: @C	: @C	: @C	: @C	: @C
A,EPI,A5130O,THS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10604 	10333 	7786 	8219.7 	7911 	8080 	7574 	8170 	7887 	8580 	10285 	8909 	8992 	11913 	7701 	10069 	10259 	8780 	10254 	11239 	11708 e	14225 	16833 e	16310 	13928 	12963 	13449 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	6627 	6560 	8815.61 	11583.17 	12197.84 
A,EPI,A5130O,THS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88922 e	95433 	93057 	101108 	96116 	94891 	77771 	92610 	96744 	83476 	89629 	86948 	90330 	84761.7 	91498.7 	88485.4 	96355.6 	92405.6 	88392.7 	78466.7 	75062.7 	76750.6 	75344.4 	77002.1 p	90153.5 p	76388.4 p	78544.1 p	67493.98 p	71891.96 p	76432.78 p	70623.96 p	81420.79 p	85640.03 p	93735.74 p	94238.71 p	92969.17 p	94737.32 	87587.21 	86461.38 
A,EPI,A5130O,THS,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: 	: 	: 	: 	: 
A,EPI,A5130O,THS,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: 	: 	: 	: 	: 
A,EPI,A5130O,THS,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: 	: 	: 
A,EPI,A5130O,THS,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: 	: 	: 
A,EPI,A5130O,THS,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: 	: 	: 	: 	: 
A,EPI,A5130O,THS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7642 	8439 	8814 	8867 	8660 	9349 	8780 	9337 	8098 	9634 	9174 	9864 	9670 	8369 	18233 	9829 	10771 	9370 	10552 	10010 	10572 	9010 	9623 	9321 	8680 	8905 	9339 
A,EPI,A5130O,THS,FR	: 	: 	: 	: 	: 	: 	88159 	97501 	93092 	92665 	96574 	104349 	113596 	126009 	135972 	126642 	123575 	129860 	128056 	118890 	124181 	119648 	125190 	124430 	123610 	130616 	132592 	137190 	129154 	128837 	128304 	136758 	136080 	137970 	131486 	134974 	139582 	133266 	129154 	129443 	126361.4 	123006.5 p	125603.6 p	124424.4 p	112337.9 ep	140163.3 p	146205.3 p	144738.63 p	140823.7 p	144864.7 p	144305.04 p	128750.06 p	124549.85 p	135936.4 p	148173.7 p	140048.5 p	142946.1 p	143776.7 
A,EPI,A5130O,THS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3317 	3746 	3674 	4227 	3790 	4015 	3363 	3720 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,EPI,A5130O,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21283 	24382 	20943.3 	18343.4 	17553.6 	16035.6 	17736.5 	18598.9 	17489.7 	17797.4 	21419.6 	26988.53 	29531.83 	24309.31 	24855.05 	26810.04 	30767.39 	25655.15 	22049.54 	21565.99 	24068.49 	19395.29 	17679.09 	22079.59 
A,EPI,A5130O,THS,IE	: 	: 	: 	: 	: 	: 	6256.1 	6633.2 	5342.9 	6580.1 	5906.1 	6123.4 	5618.2 	5005.7 	4889.3 	6033.8 	5339.2 	5319.7 	5404.1 	5287.6 	4743.6 	4322.8 	4097.4 	4992.7 	5406.4 	4757.6 	3765.1 	4226.5 	4380.6 	4269.2 	5074.4 	3821.1 	2285.9 	1519.8 	2738.9 	3129.8 	3114.4 	2002.5 	1452.8 	503.4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130O,THS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	611.78 	457.02 	572.05 	421.93 	476.94 	: 	468.23 	: 	638.05 
A,EPI,A5130O,THS,IT	41240.4 	44424.6 	57264.8 	50804.4 	51846.9 	55421.5 	79936.7 	82642.2 	82117.7 	80943.2 	83981.5 	95353.3 	72962.2 	86674.3 	81882 	66918 	63401.9 	50425.1 	55412 	69070 	75712 	55227.1 	55081 	61813 	63090 	59214 	55520 	63850 	60200 	60635 	57748 	106248 	102012 	95959 	93660 	100283 e	100684 	102618 	101173 	101289 	102037 	: 	102939 	101069 	97808 	77438 	72058 	43388 p	10057 p	7829 p	10630 p	14375 p	11307 p	21629 p	43157 p	22663 p	20348 	7343 
A,EPI,A5130O,THS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8135 	6530 	7124 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 	: @C	: @C	0 	0 	0 
A,EPI,A5130O,THS,LU	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,EPI,A5130O,THS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3251.5 	: 	: 	4371.5 	2261 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EPI,A5130O,THS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	335.1 	251.2 	98.2 	221.3 	: @C	: @C	: @C	: @C	81.3 	: @C	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 
A,EPI,A5130O,THS,NL	: 	: 	: 	: 	: 	: 	43765 	46785 	45088 	52345 	64150 	72283 	78280 	86010 	98340 	96540 	110370 	108000 	102900 	100540 	104730 	102540 	98430 	101239 	94846 	96671 	93147 	89157 	74471 	85006 	89434 	96128 p	98202 	106226 	100439 p	93541 p	57031 p	88777 	97532 	97814 	111234 	109573 	106325 	118520 	102254 	118023 	109994 	115776 	113707 p	142973 	144955 	127844 	139921 	131797 	144871 	165173 	161969 	123299 
