freq,hatchitm,animals,unit,geo\TIME_PERIOD	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,EXP_IEU,A5130O,THS,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	59 	41 	16 	22 	10 	0 	0 	18 	30 	283 	1286 	277 	885 	854 	352 	: 	2788.4 	731.1 	116 	212.6 	109.4 	330.4 	954 	253.3 	677.7 	2291.7 	1199.4 	2313.6 	2298.2 	1055.3 p	1985.5 p	1843.2 p	2657 p	1937.3 p	2622.6 p	3329.56 p	1680.28 p	2990.28 p	4020.75 p	4452.63 	4811.38 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130ON,THS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	10.39 	21.83 
A,EXP_IEU,A5130ON,THS,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	15 	6 	30 	18 	6 	4 	0 	18.2 	24 	66 p	10 	18 	37 	64 	92 	151 	54 	17 	12 	0 	53 	10 	7 	: 	0 	0 	0 	0 	33 	0 	0 	0 	0 	11.45 	89.42 	37.74 	36.72 	0 	0 	35.4 	0 	0 	0 	0 	0 
A,EXP_IEU,A5130ON,THS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	0 	0 	0 	17.36 e	0 e	0 e	0 e	0 e	249.85 e	386.46 e	0 e	0 e	175.39 
A,EXP_IEU,A5130ON,THS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 	0 	0 	: 	0 	0 	0 	0 	0 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 	0 	0 
A,EXP_IEU,A5130ON,THS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	49.6 	10.59 e	7.13 	23.23 	44.75 	33.07 	34.05 
A,EXP_IEU,A5130ON,THS,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	50.4 	25.2 	3.6 	30.4 	47.7 	37.1 	113.7 	81.6 	163.5 	97.5 	: 	161.6 	254.9 	313 b	304.8 	380.8 	283.7 	522.6 	642.3 	508.9 	: 	: 	: 	: 	: 	: 	: 	773 	: 	: 	1588.9 	1336.5 p	: 	: 	: 	1440.86 e	1394.71 e	1352.69 e	1376.55 e	3401.8 e	5440.96 e	1772.18 e	259.43 e	211.81 e	1500.35 e	1422.11 e	2431.26 
A,EXP_IEU,A5130ON,THS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	2.8 	5 	0 	13.3 	0 	0 	6.7 	0 	0 	0.7 	0 	0 	67.2 	15 	: 	: 	: 	0 	46 	0 	: 	: 	: 	: 	: 	: 	0 	: 	9.5 	0 	207.3 	3963.8 	8347.5 	8576 	8738 	22756 	11240 	12638 	11501 	9912 	11080 	: 	9237 	1269 	41.6 	0 
A,EXP_IEU,A5130ON,THS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 
A,EXP_IEU,A5130ON,THS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 p	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 	0 	0 	8 	: 	: 	: 	: 	: @C	0 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	0 	0 	: 	0 	0 
A,EXP_IEU,A5130ON,THS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31 	59 	: 	: 	0 	0 	0 	494.4 	144.6 	277 	303.3 	: 	: 	: 	233.7 	276.9 	956.4 	1119.6 	: 	532.6 	: 	800.2 	773.6 p	1009.5 p	749 p	1201.3 p	2865 p	3286.79 p	2169.56 e	3572.28 e	5208.25 e	4306.13 	3688.53 p	4169.43 p	3551.25 p	3893.34 p	3665.06 	3725.63 	4166.45 
A,EXP_IEU,A5130ON,THS,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130ON,THS,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130ON,THS,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130ON,THS,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130ON,THS,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130ON,THS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EXP_IEU,A5130ON,THS,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	: 	2425.6 	3077.2 	1291.1 	1730.7 	1109.7 	916.4 	1200.3 	1397.8 	1513.4 	11007.3 	11411 	2559.9 	2658.1 	1817.2 	3301.9 	2944 p	4212.5 p	4990.4 p	4867.7 p	8105.14 p	8553.25 p	3456.29 p	2961.05 p	5177.82 p	3739.42 p	704.33 p	617.92 p	1220.92 p	675.53 p	846.45 p	980.4 p	1070 p
A,EXP_IEU,A5130ON,THS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 
A,EXP_IEU,A5130ON,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	3285.9 	628.9 	431.7 	67 	62.7 	69.6 	251.39 	143.86 	171.24 	186.87 	124.02 	98.54 	105.13 	42.64 	59.87 	173.39 	54.63 	227.13 
A,EXP_IEU,A5130ON,THS,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	134.5 	124.4 	137.5 	101.4 	63.7 	32.5 	28.1 	0 	0 	0 	25 	6.8 	0 	0 	3 	: 	0 	100 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	359.1 	496 	142.5 	239 	92 	85 	117 	73 	98 	37 	32 	72 	38 	1824 	0 	0 
A,EXP_IEU,A5130ON,THS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130ON,THS,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	0 	1165 	: 	: 	: 	1 	2 	0 	: 	246 	67 	62 	135 	65 	39 	93 	9 	: 	389 	170 	39 	170 	: 	332 	3078 	4272 	3623 	2180 	656 	322 p	26 	374 	140 	0 	0 	1 	0 	12 	350 	226 
A,EXP_IEU,A5130ON,THS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EXP_IEU,A5130ON,THS,LU	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 e	: 	: 	: 	: 	: 	0 e	0 e	: 	: 	0 
A,EXP_IEU,A5130ON,THS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EXP_IEU,A5130ON,THS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: @C	: @C	: @C	0 	: @C	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 
A,EXP_IEU,A5130ON,THS,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	63 	73 	137 	218 	261 	217 	220 	293 	277 	320 	278 	182 	297 	284 	258 	277 	384 	416 	272 	244 	273 p	181 	158 	84 p	276 p	123 p	437 	609.2 	682 	628 	430 	477 	356 	455 	432 	1246.37 e	4320.05 e	463 p	495 	510 	490 	498 	499 	495 	498.07 	497.9 	497.33 
A,EXP_IEU,A5130ON,THS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1593.2 	1255.9 	513.57 	0 	104 	51 	34.88 	70.54 	870.24 	317.52 	0 p	909.66 p	2816.8 	1381.1 p	2326.86 p
A,EXP_IEU,A5130ON,THS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	6 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: @C	76 p	16 	19 	5.75 	0 	0 
A,EXP_IEU,A5130ON,THS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EXP_IEU,A5130ON,THS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EXP_IEU,A5130ON,THS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,EXP_IEU,A5130ON,THS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EXP_IEU,A5130ON,THS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,EXP_IEU,A5130ON,THS,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	265 	223 	397 	153 	235 	96 	15 	137 	105 	300 	804 	722 	873 	848 	351 	: 	0 	202.8 	892.5 	628.3 	434.3 	920.5 	1824.4 	2163.2 	3683.1 	4111 	2435.3 	2513.9 	3292.2 	3305.9 p	2941 p	1601.2 p	1595.2 p	1573.1 p	1779.3 p	1690.26 p	2269.21 p	2346.07 p	2868.33 p	1392.45 	1789.69 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130P,THS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	49 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8162.1 	7062.73 	6815.65 	9653.73 	10906.13 	12791.75 	11200.7 	10002.32 	8147.97 	7667.88 	9991.29 	23244.4 	9725.79 	4654.4 
A,EXP_IEU,A5130P,THS,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4172 	4191 	4476 	4487 	4517 	4107 	4503 	4437 	6339 	5311 	3904 	3466 	3879 	2948 	2616 	2398 	2293 	7857 	14093 	22811 	22186 	25476 	30611 	32366 	36387 	: 	33898 	36708 	45781.6 	61031.2 	62530.8 	75333.7 	74578.6 	65392.5 	71470.5 	69118.13 	70403.95 	82203.03 	81181.92 	76901.52 	71030.08 	65005.43 	59504.61 	39851.02 	36194.4 	32121.39 	37919.19 
A,EXP_IEU,A5130P,THS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	17522 	20102 	21649 	19104 	19827 	24171 e	22282.98 e	30138.62 e	29298.33 e	25248.1 e	19898.1 e	16941.7 e	25355.7 e	27551 e	20247.18 
A,EXP_IEU,A5130P,THS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	406.4 	: 	: 	: 	0 	0 	: 	0 	0 	0 	0 	0 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 	0 	0 
A,EXP_IEU,A5130P,THS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48206.9 	: 	: 	60678 	65557 	81133 p	64102.2 	55352.4 	52957.12 	63992.9 	81613.66 	89570.76 	72842.43 	77036.99 	90257.26 	77406.82 e	70120.57 	50951 	52104.61 	44889.54 	54578.9 
A,EXP_IEU,A5130P,THS,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.5 	6.3 	105.7 	100.5 	121.9 	59.1 	55.8 	128 	208 	125 	: 	1118 	1654 	823 b	1975 	1187 	4642.6 	18919.8 	7509.6 	7856.3 	: 	: 	: 	: 	: 	7390.2 	7778.5 	9474.8 	10326.1 	12246.4 	14849.6 	37662.3 p	36397.9 	20374.4 p	25996.99 	32871.92 e	31098.1 e	32809.55 e	28381.68 e	36330.81 e	47137.27 e	50142.74 e	44870.15 e	66863.94 e	65321.6 e	64110.04 e	61909.11 
A,EXP_IEU,A5130P,THS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.6 	0 	64.5 	30 	0.2 	0 	0.5 	120 	6.8 	0 	0 	0 	3 	7.7 	28.6 	1076.2 	: 	: 	: 	2206 	483 	862 	: 	: 	: 	: 	: 	: 	7850.8 	: 	: 	0 	0 	1480.6 	0 	0 	15930 	17513 	20188 	23696 	20837 	14509 	19246 	: 	33426 	45058 	40633.6 	45134.41 
A,EXP_IEU,A5130P,THS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 
A,EXP_IEU,A5130P,THS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 p	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 	0 	70 	103 	1193 	: 	: 	: 	: @C	0 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	644 	525 	: 	205.75 	235.35 
A,EXP_IEU,A5130P,THS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	63 	0 	: 	: 	0 	0 	0 	0 	0 	0 	5441.9 	3809.3 	5042 	: 	3542.3 	4895.3 	5755.1 	10012.6 	: 	6841.8 	: 	6340.3 	7044.6 p	5296.1 p	5629.4 p	5808.8 p	8063 p	8475.43 p	9030.68 e	6181.26 e	7302.33 e	10249.12 	6644.35 p	6264.08 p	7128.96 p	6080.22 p	5508.12 	5648.53 	5622.26 
A,EXP_IEU,A5130P,THS,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130P,THS,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130P,THS,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130P,THS,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130P,THS,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130P,THS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	632 	2227 	3857 	7248 	13676 	14114 	14410 	14257 	13898 
A,EXP_IEU,A5130P,THS,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	119 	246 	460 	782 	742 	924 	524 	527.1 	4288.3 	3189.1 	: 	3803.9 	3911.7 	7269.2 	9157.7 	4937.3 	5481.3 	8046.2 	8131.9 	6217.8 	6427.2 	3728 	6403.5 	6697.7 	9920.3 	9110.7 	8840.4 	12828 	8855.7 	14266.4 	6277.9 p	3793 p	7025.4 p	7701.4 p	15541.92 p	19648.51 p	18169.76 p	12220.28 p	14315.21 p	12289.72 p	10700.15 p	25720.76 p	8035.66 p	16984.46 p	10486.4 p	10337.86 p	17962.01 p
A,EXP_IEU,A5130P,THS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	1414 	1654 	2283 	2697.13 e	2029.23 e	2616.86 e	2550 e	2610.08 e	4518.6 e	5952.09 e	7035.53 e	582.88 e	735.13 
A,EXP_IEU,A5130P,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	12195.2 	16670.7 	10979.7 	8631.3 	8684.9 	17637.9 	38692.39 	40439.97 	44960.22 	50844.11 	44382.22 	51715.19 	67021.36 	70024.44 	61908.45 	66258.13 	82473.11 	70164.18 
A,EXP_IEU,A5130P,THS,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1033.2 	773.2 	32.3 	5 	20.4 	79.5 	444.6 	1091.2 	1474.9 	1155.6 	51.8 	149.7 p	477.1 	478.7 	355.9 	: 	320.3 	305 	871 	14.8 	107.1 	274.7 	330.6 	173.8 	374.3 	1662.2 	980.6 	: 	4512.8 	10930.5 	: 	3324.3 	3413.9 	2594.7 	2131 	2350 	2933 	2207 	2592 	4659 	2777 	4471 	3658 	2848 	2406 	3652 	4256 
A,EXP_IEU,A5130P,THS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,EXP_IEU,A5130P,THS,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	0 	1 	: 	: 	: 	0 	0 	35 	: 	110 	234 	1258 	1304 	6116 	7632 	5431 	5230 	: 	5737 	4794 	4517 	3050 	5640 	826 	5996 	3280.64 	3669.56 	5512 	2376.72 	10114 p	9224 	8761 	9985 	8119 	7687 	5885 	4082 	3167 	1912 	2734 
A,EXP_IEU,A5130P,THS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	0 	: @C	: @C	0 	0 	0 	0 	330.42 	802.79 	884.33 	587.84 	758.05 	1475.14 
A,EXP_IEU,A5130P,THS,LU	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 e	: 	: 	: 	: 	: 	0 e	0 e	: 	: 	0 
A,EXP_IEU,A5130P,THS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	266.2 	486 	332 	150 	432.78 	390.8 	: @C
A,EXP_IEU,A5130P,THS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: @C	: @C	: @C	22 	: @C	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 
